index,category,sub_category,brand,sale_price,market_price
2151,Beauty & Hygiene,Bath & Hand Wash,Medimix,40,40
2152,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,695,695
2153,Beauty & Hygiene,Men's Grooming,Man Arden,522,699
2154,Beauty & Hygiene,Fragrances & Deos,USTRAA,559.3,799
2155,Gourmet & World Food,Chocolates & Biscuits,Orileys,45,59
2156,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,106.72,116
2157,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,139,225
2158,Cleaning & Household,Party & Festive Needs,bb Combo,444,480.25
2159,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,47,70
2160,Beauty & Hygiene,Skin Care,The Face Shop,525,700
2161,Beauty & Hygiene,Skin Care,Organic Harvest,1046.5,1495
2162,Cleaning & Household,Pooja Needs,Trm,119,225
2163,Beauty & Hygiene,Men's Grooming,Oxy Life,40,40
2164,"Bakery, Cakes & Dairy",Dairy,Storia,89.84,105
2165,"Foodgrains, Oil & Masala",Masalas & Spices,Aashirvaad,80,160
2166,Gourmet & World Food,Oils & Vinegar,RYCA,3699,3699
2167,Cleaning & Household,All Purpose Cleaners,BB Home,179,179
2168,Beauty & Hygiene,Health & Medicine,Bodyguard,189,225
2169,Fruits & Vegetables,Fresh Fruits,Fresho,182,227.5
2170,"Foodgrains, Oil & Masala",Organic Staples,Natureland Organics,325,325
2171,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,55,55
2172,Beauty & Hygiene,Skin Care,Lakme,648.72,998
2173,"Foodgrains, Oil & Masala",Dals & Pulses,Mdh,40.5,45
2174,"Bakery, Cakes & Dairy",Dairy,Milky Mist,79,160
2175,Fruits & Vegetables,Fresh Fruits,Fresho,149,186.25
2176,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,89,89
2177,Beverages,Tea,Twinings,625,625
2178,Beauty & Hygiene,Skin Care,Biocare ,475,475
2179,"Kitchen, Garden & Pets",Storage & Accessories,Glass Ideas ,199,199
2180,"Kitchen, Garden & Pets",Appliances & Electricals,Crompton,95,145
2181,Beauty & Hygiene,Skin Care,Just Herbs,1025,1025
2182,"Kitchen, Garden & Pets",Storage & Accessories,Signoraware,690,690
2183,Baby Care,Feeding & Nursing,Mee Mee,329,329
2184,Beauty & Hygiene,Skin Care,Lotus Organics+,408,480
2185,Beauty & Hygiene,Oral Care,Colgate,84.8,106
2186,Beauty & Hygiene,Health & Medicine,Meghdoot,195,195
2187,Gourmet & World Food,"Sauces, Spreads & Dips",Woh Hup,220,220
2188,Snacks & Branded Foods,Snacks & Namkeen,Ela,65,65
2189,Beauty & Hygiene,Hair Care,Dabur,449,449
2190,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Habit,216,240
2191,Beauty & Hygiene,Oral Care,Himalaya,79.2,90
2192,Gourmet & World Food,Chocolates & Biscuits,Ferrero,149,149
2193,Beverages,Tea,Teamonk,637.5,1275
2194,Beauty & Hygiene,Health & Medicine,Chicnutrix,597.6,720
2195,Beauty & Hygiene,Skin Care,Organic Harvest,169.15,199
2196,Beauty & Hygiene,Men's Grooming,Lomani,731.25,975
2197,Beauty & Hygiene,Bath & Hand Wash,Dove,53,53
2198,Baby Care,Baby Accessories,Morison Baby Dreams,2700,2700
2199,Snacks & Branded Foods,Pickles & Chutney,Ruchi magic,90,90
2200,"Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,199,299
2201,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Chai Point,30,30
2202,"Eggs, Meat & Fish",Eggs,Ayur Plus,75,75
2203,Gourmet & World Food,Drinks & Beverages,Maverick & Farmer Coffee,304,320
2204,Beauty & Hygiene,Oral Care,Refresh Plus,20,20
2205,Beauty & Hygiene,Hair Care,Head & shoulders,150,150
2206,Cleaning & Household,Stationery,BIC Cello,98,100
2207,Beauty & Hygiene,Hair Care,The Man Company,244.3,349
2208,Gourmet & World Food,"Pasta, Soup & Noodles",BORGES,137.5,275
2209,Beverages,Energy & Soft Drinks,Mountain Dew,145.8,180
2210,"Kitchen, Garden & Pets",Storage & Accessories,Cello,149,175
2211,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,112.5,125
2212,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Elite,34,34
2213,Snacks & Branded Foods,Biscuits & Cookies,Unibic,30,30
2214,Beauty & Hygiene,Skin Care,Shankara,2146.5,2385
2215,Fruits & Vegetables,Fresh Vegetables,Fresho,19,23.75
2216,Beauty & Hygiene,Men's Grooming,Park avenue,169.15,199
2217,Snacks & Branded Foods,Breakfast Cereals,Saffola,18,18
2218,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Del Monte,55,55
2219,Beauty & Hygiene,Oral Care,Pepsodent,195,195
2220,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Wingreens Farms,198,198
2221,Gourmet & World Food,Cereals & Breakfast,Yoga bar,376,400
2222,Cleaning & Household,Bins & Bathroom Ware,DP,309,399
2223,Cleaning & Household,Bins & Bathroom Ware,Princeware,69,100
2224,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,99.4,140
2225,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,173,180
2226,Beauty & Hygiene,Skin Care,Garnier Men,89.1,99
2227,Beauty & Hygiene,Hair Care,Fizzy Fern,505.75,595
2228,Beauty & Hygiene,Health & Medicine,Herbal Hills,265,265
2229,Beverages,Fruit Juices & Drinks,Tang,252,270
2230,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Elite,30,30
2231,Cleaning & Household,Stationery,Ravi Agencies,147,150
2232,Beauty & Hygiene,Bath & Hand Wash,BB Home,79,149
2233,Snacks & Branded Foods,Chocolates & Candies,The Betel Leaf Co,200,200
2234,Cleaning & Household,Car & Shoe Care,Aer,341.1,379
2235,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,85,85
2236,Cleaning & Household,Party & Festive Needs,B Vishal,25,29
2237,Beauty & Hygiene,Men's Grooming,Man Arden,284,349
2238,Gourmet & World Food,Chocolates & Biscuits,Sapphire,425,425
2239,Beauty & Hygiene,Fragrances & Deos,Police,367.08,399
2240,Beverages,Fruit Juices & Drinks,Real,176.4,220
2241,Beauty & Hygiene,Skin Care,INATUR ,562.5,750
2242,Fruits & Vegetables,Fresh Vegetables,Fresho,25,31.25
2243,"Kitchen, Garden & Pets",Crockery & Cutlery,Laopala Diva,695,695
2244,"Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,1170,1560
2245,Cleaning & Household,Stationery,Ravi,48,48
2246,"Bakery, Cakes & Dairy",Gourmet Breads,Fresho Signature,45,45
2247,Snacks & Branded Foods,Ready To Cook & Eat,HappyChef,149,249
2248,Beauty & Hygiene,Health & Medicine,Dabur,95,95
2249,Beauty & Hygiene,Skin Care,Dr Batra's ,148.5,330
2250,Beauty & Hygiene,Feminine Hygiene,Whisper ,36,36
2251,Snacks & Branded Foods,Ready To Cook & Eat,MTR,75,75
2252,Gourmet & World Food,Drinks & Beverages,Newby,578,578
2253,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho,207.9,270
2254,Gourmet & World Food,"Sauces, Spreads & Dips",Tex Mex Salsalito,70,70
2255,Gourmet & World Food,Drinks & Beverages,Toyo Kombucha,95,95
2256,Beauty & Hygiene,Fragrances & Deos,Wild Stone,162.5,250
2257,Gourmet & World Food,Cooking & Baking Needs,As Chefs Cook,202.5,225
2258,Beauty & Hygiene,Skin Care,Scholl,350,350
2259,Snacks & Branded Foods,Snacks & Namkeen,Tasties,69,75
2260,Beauty & Hygiene,Feminine Hygiene,Bella,150,150
2261,Snacks & Branded Foods,Snacks & Namkeen,Daadis ,120,120
2262,Beverages,"Health Drink, Supplement",Enfagrow A+,937.5,1250
2263,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Royal,34,50
2264,"Foodgrains, Oil & Masala",Edible Oils & Ghee,BORGES,748.98,1350
2265,Cleaning & Household,Stationery,Ravi Agencies,162,165
2266,Cleaning & Household,Bins & Bathroom Ware,Nakoda,329,425
2267,"Kitchen, Garden & Pets",Storage & Accessories,Asian,139,232
2268,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,149,249
2269,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Phalyum,90,90
2270,Gourmet & World Food,Chocolates & Biscuits,Tiffany,90,90
2271,Beauty & Hygiene,Feminine Hygiene,Niine,85.5,95
2272,Cleaning & Household,Bins & Bathroom Ware,Gebi ,35,39
2273,Cleaning & Household,Detergents & Dishwash,The Better Home,168,210
2274,Cleaning & Household,All Purpose Cleaners,Dettol,245.7,288
2275,Beauty & Hygiene,Fragrances & Deos,Enchanteur,152,190
2276,Gourmet & World Food,Cooking & Baking Needs,Puramate,49.5,55
2277,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Aashirvaad Svasti,134.9,142
2278,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,249,295
2279,Beauty & Hygiene,Bath & Hand Wash,Organic Harvest,84.15,99
2280,"Foodgrains, Oil & Masala",Masalas & Spices,Hakim,75,75
2281,Beauty & Hygiene,Fragrances & Deos,The Man Company,909.3,1299
2282,Beauty & Hygiene,Skin Care,Mamaearth,599,599
2283,Beauty & Hygiene,Skin Care,Just Herbs,1945,1945
2284,Beauty & Hygiene,Fragrances & Deos,Ajmal,936,1200
2285,Gourmet & World Food,Drinks & Beverages,TGL Co.,539.1,1198
2286,Cleaning & Household,Stationery,B Vishal,599,880
2287,Cleaning & Household,Detergents & Dishwash,Wheel ,10,10
2288,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Navya Food Art,85,85
2289,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,220,220
2290,Fruits & Vegetables,Cuts & Sprouts,Fresho,43,53.75
2291,Baby Care,Baby Food & Formula,Early Foods,250,250
2292,Beauty & Hygiene,Bath & Hand Wash,Godrej No.1,106.72,116
2293,Snacks & Branded Foods,Ready To Cook & Eat,Bliss Tree,110,110
2294,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,319,469
2295,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,169.15,199
2296,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Quickee'S,235,235
2297,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,140,140
2298,Beauty & Hygiene,Skin Care,Joy,238,340
2299,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,310,310
2300,"Foodgrains, Oil & Masala",Masalas & Spices,Annai,75,75
2301,Beauty & Hygiene,Hair Care,Richfeel,539,539
2302,Gourmet & World Food,Tinned & Processed Food,Figaro,199,199
2303,"Kitchen, Garden & Pets",Steel Utensils,Mr.Copper King,699,1195
2304,Snacks & Branded Foods,Ready To Cook & Eat,Gits,108,120
2305,Beauty & Hygiene,Skin Care,Lakme,120,150
2306,Beauty & Hygiene,Skin Care,Aroma Magic ,228,325
2307,Snacks & Branded Foods,Pickles & Chutney,Keya,200,200
2308,Beauty & Hygiene,Fragrances & Deos,Versace V19.69,695,695
2309,"Foodgrains, Oil & Masala",Masalas & Spices,Nirapara,46.8,52
2310,Gourmet & World Food,"Sauces, Spreads & Dips",American Garden ,450,450
2311,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Flat Tummies,150,150
2312,"Kitchen, Garden & Pets",Steel Utensils,BB Home,219,349
2313,Beauty & Hygiene,Bath & Hand Wash,Savlon,115,115
2314,Beauty & Hygiene,Mothers & Maternity,Bio-Oil,560,700
2315,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Quickee'S,230,230
2316,"Kitchen, Garden & Pets",Pet Food & Accessories,Petcrux,599,599
2317,Gourmet & World Food,Oils & Vinegar,Dolce Vita,324,360
2318,Beauty & Hygiene,Health & Medicine,Tulips,60,60
2319,Beauty & Hygiene,Fragrances & Deos,Wild Stone,175,250
2320,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,210,255
2321,"Eggs, Meat & Fish","Sausages, Bacon & Salami",sumeru,225.4,245
2322,Beauty & Hygiene,Health & Medicine,Healthmeds,1349,1349
2323,Beauty & Hygiene,Fragrances & Deos,Park avenue,189.05,199
2324,"Foodgrains, Oil & Masala",Edible Oils & Ghee,AMAJAIN,370,370
2325,Beauty & Hygiene,Skin Care,Satinance,130,130
2326,Beauty & Hygiene,Bath & Hand Wash,Dettol,280.5,330
2327,Snacks & Branded Foods,Breakfast Cereals,Saffola,15,15
2328,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,2499,3000
2329,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,45,50
2330,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Aashirvaad,186.2,190
2331,"Kitchen, Garden & Pets",Storage & Accessories,Nayasa,309,345
2332,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,90,90
2333,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Licious,199,199
2334,"Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,255,300
2335,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,135,135
2336,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,119,215
2337,"Foodgrains, Oil & Masala",Rice & Rice Products,Mathura,70,70
2338,"Kitchen, Garden & Pets",Steel Utensils,Vinayak,599,1199
2339,Beverages,Fruit Juices & Drinks,Kissan,260,280
2340,Snacks & Branded Foods,Ready To Cook & Eat,Gits,105,120
2341,Beauty & Hygiene,Health & Medicine,Patanjali,85,85
2342,Beauty & Hygiene,Fragrances & Deos,Embark,295,295
2343,Beauty & Hygiene,Skin Care,Sirona,399.61,449
2344,"Kitchen, Garden & Pets",Cookware & Non Stick,Nirlon,1399,4999
2345,Gourmet & World Food,Cooking & Baking Needs,By Nature,575,575
2346,Baby Care,Baby Bath & Hygiene,Mamaearth,798,798
2347,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,57,60
2348,"Kitchen, Garden & Pets",Steel Utensils,Jensons,299,995
2349,Beauty & Hygiene,Health & Medicine,Dabur,140.25,165
2350,Cleaning & Household,Stationery,Sterling,116,199
2351,Gourmet & World Food,Cereals & Breakfast,Post,925,925
2352,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,143,143
2353,Beauty & Hygiene,Oral Care,Dabur Red,152.15,179
2354,Gourmet & World Food,"Sauces, Spreads & Dips",Jus Amazin,530,600
2355,"Foodgrains, Oil & Masala",Rice & Rice Products,Safe Harvest,45,60
2356,Beauty & Hygiene,Hair Care,Dabur Vatika,191.25,225
2357,"Foodgrains, Oil & Masala",Organic Staples,Arya Organic,539,550
2358,Gourmet & World Food,Chocolates & Biscuits,KOKOLEKA,267.75,315
2359,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,10,10
2360,"Kitchen, Garden & Pets",Storage & Accessories,Nouvetta,319,325
2361,Snacks & Branded Foods,Ready To Cook & Eat,MTR,135,135
2362,"Foodgrains, Oil & Masala",Organic Staples,Phalada Pure & Sure,175,175
2363,Cleaning & Household,"Disposables, Garbage Bag",Selpak,325,325
2364,"Bakery, Cakes & Dairy",Dairy,Amul,107,120
2365,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70,70
2366,"Kitchen, Garden & Pets",Pet Food & Accessories,Pedigree,4480,5600
2367,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,468.75,625
2368,Beauty & Hygiene,Men's Grooming,Gillette,263.88,329
2369,Cleaning & Household,Stationery,Wonder,275,275
2370,Gourmet & World Food,Oils & Vinegar,BORGES,2280,5200
2371,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,629,825
2372,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,575,575
2373,Beauty & Hygiene,Oral Care,Listerine,446.57,570
2374,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,23.75,25
2375,Beauty & Hygiene,Hair Care,Nova,438,1095
2376,Baby Care,Diapers & Wipes,Huggies,2183.09,2399
2377,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,169,225
2378,Gourmet & World Food,Drinks & Beverages,Karma Kettle,400,400
2379,Cleaning & Household,All Purpose Cleaners,Harpic,247.12,273
2380,Beauty & Hygiene,Oral Care,Dentoshine  ,590,590
2381,Beauty & Hygiene,Men's Grooming,USTRAA,411.75,549
2382,"Foodgrains, Oil & Masala",Dals & Pulses,Himalayan Natives,159.2,199
2383,Snacks & Branded Foods,Ready To Cook & Eat,Tasties,39,65
2384,Snacks & Branded Foods,Frozen Veggies & Snacks,McCain,120,120
2385,"Kitchen, Garden & Pets",Storage & Accessories,Hm International,179,199
2386,Beauty & Hygiene,Health & Medicine,3BO,275,275
2387,Beauty & Hygiene,Hair Care,Dove,134.9,190
2388,Beauty & Hygiene,Hair Care,Continent Spice Khadi,750,750
2389,"Bakery, Cakes & Dairy",Cakes & Pastries,Elite,30,30
2390,Cleaning & Household,Car & Shoe Care,Ambi pur,299,299
2391,"Foodgrains, Oil & Masala",Masalas & Spices,Eastern,57,60
2392,"Foodgrains, Oil & Masala",Masalas & Spices,Chings,10,10
2393,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,1120,1320
2394,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Amul,200,200
2395,"Kitchen, Garden & Pets",Storage & Accessories,Asian,409,570
2396,Baby Care,Baby Bath & Hygiene,Vilvaa,200,200
2397,Beauty & Hygiene,Skin Care,Organic Harvest,420.75,495
2398,"Foodgrains, Oil & Masala",Masalas & Spices,Sakthi,84.6,94
2399,Gourmet & World Food,Chocolates & Biscuits,GoodDiet,159,225
2400,Fruits & Vegetables,Fresh Fruits,Fresho,109,136.25
2401,Beauty & Hygiene,Skin Care,Just Herbs,1025,1025
2402,"Kitchen, Garden & Pets",Appliances & Electricals,Nippo,125,150
2403,Cleaning & Household,"Disposables, Garbage Bag",Origami,32,32
2404,Beauty & Hygiene,Feminine Hygiene,Whisper ,105,105
2405,"Kitchen, Garden & Pets",Kitchen Accessories,Elephant ,399,539
2406,"Kitchen, Garden & Pets",Storage & Accessories,Saura,144,144
2407,"Foodgrains, Oil & Masala",Masalas & Spices,Tech Organea,70,70
2408,Beauty & Hygiene,Feminine Hygiene,Bella,82,89
2409,"Kitchen, Garden & Pets",Storage & Accessories,Saaj,119,149
2410,Snacks & Branded Foods,Chocolates & Candies,Cadbury Temptations,100,100
2411,Beauty & Hygiene,Skin Care,It's Skin,280,280
2412,"Kitchen, Garden & Pets",Storage & Accessories,Saura,144,144
2413,"Foodgrains, Oil & Masala",Masalas & Spices,Kesari,675,675
2414,Snacks & Branded Foods,Ready To Cook & Eat,Saravanas,40,40
2415,"Foodgrains, Oil & Masala",Masalas & Spices,Udupi Ruchi,43.5,58
2416,Beauty & Hygiene,Health & Medicine,FAST&UP,990,990
2417,"Bakery, Cakes & Dairy","Cookies, Rusk & Khari",Tasties,65,115
2418,Beauty & Hygiene,Skin Care,Astaberry,153,180
2419,Beauty & Hygiene,Fragrances & Deos,Nike,265.05,279
2420,Beauty & Hygiene,Health & Medicine,Verage,199,495
2421,"Foodgrains, Oil & Masala",Masalas & Spices,Sakthi,49.5,55
2422,Gourmet & World Food,"Pasta, Soup & Noodles",bb Combo,876.3,1594
2423,Beauty & Hygiene,Skin Care,Aloe Veda,315,350
2424,Beverages,Tea,Isvaari,318.75,375
2425,Beauty & Hygiene,Hair Care,Jiva Ayurveda,95,95
2426,Beauty & Hygiene,Skin Care,Gou Ganga,32,32
2427,Beauty & Hygiene,Skin Care,ORGANIC INDIA,625,625
2428,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,34,42.5
2429,Beauty & Hygiene,Skin Care,Vegetal,285,285
2430,Gourmet & World Food,Cereals & Breakfast,GoodDiet,115,174
2431,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,179,249
2432,"Kitchen, Garden & Pets",Kitchen Accessories,Fackelmann,149,169
2433,Snacks & Branded Foods,Frozen Veggies & Snacks,Elicious ,460,460
2434,Cleaning & Household,"Disposables, Garbage Bag",Godya,132,132
2435,Beauty & Hygiene,Health & Medicine,Baidyanath,250,250
2436,Gourmet & World Food,Chocolates & Biscuits,Walkers,279.2,349
2437,Beauty & Hygiene,Fragrances & Deos,Yardley London,1040,1300
2438,Beauty & Hygiene,Men's Grooming,Yardley London,174.25,205
2439,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Del Monte,135,135
2440,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,326.4,340
2441,Gourmet & World Food,"Sauces, Spreads & Dips",Skippy,325,325
2442,Beverages,Fruit Juices & Drinks,Appy Fizz,20,25
2443,"Kitchen, Garden & Pets",Pet Food & Accessories,Kolan,395,395
2444,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,250,270
2445,Beauty & Hygiene,Bath & Hand Wash,BB Home,25,45
2446,Cleaning & Household,All Purpose Cleaners,Bacto-V,249,249
2447,Gourmet & World Food,Chocolates & Biscuits,Snickers,200,249
2448,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,249,380
2449,Beauty & Hygiene,Feminine Hygiene,Whisper ,666.4,1040
2450,"Kitchen, Garden & Pets",Kitchen Accessories,DP,139,139
2451,Beauty & Hygiene,Skin Care,Organic Harvest,463.25,545
2452,Beverages,Energy & Soft Drinks,Moti's,49,49
2453,Beauty & Hygiene,Hair Care,Revlon,413.25,435
2454,"Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,1620,1800
2455,Beauty & Hygiene,Fragrances & Deos,Guess,2394,3990
2456,Cleaning & Household,Bins & Bathroom Ware,Stonesoup,100,100
2457,"Foodgrains, Oil & Masala",Masalas & Spices,Sakthi,21.6,24
2458,Beauty & Hygiene,Health & Medicine,Charak,112,112
2459,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,83,83
2460,"Kitchen, Garden & Pets",Storage & Accessories,Cello,469,602
2461,Beverages,Tea,Good Morning,175,350
2462,Beauty & Hygiene,Health & Medicine,Meghdoot,200,200
2463,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",GoodDiet,65,95
2464,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,83,103.75
2465,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Miaow Miaow,190,190
2466,"Kitchen, Garden & Pets",Storage & Accessories,Nayasa,309,345
2467,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dabur,23,25
2468,Snacks & Branded Foods,Breakfast Cereals,True Elements,460,520
2469,Gourmet & World Food,"Sauces, Spreads & Dips",Organic Nation,160,160
2470,Snacks & Branded Foods,Pickles & Chutney,Mother's Recipe,115,115
2471,Gourmet & World Food,"Pasta, Soup & Noodles",bb Combo,1039,1690
2472,Beauty & Hygiene,Hair Care,Aloe Veda,855,950
2473,Beauty & Hygiene,Fragrances & Deos,Ajmal,350,500
2474,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",REGENCY,159,185
2475,"Kitchen, Garden & Pets",Steel Utensils,Vinayak,329,699
2476,Baby Care,Diapers & Wipes,Himalaya,125,125
2477,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Delight Nuts,340,340
2478,Gourmet & World Food,Drinks & Beverages,TGL Co.,389.35,599
2479,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,24,30
2480,"Eggs, Meat & Fish",Fish & Seafood,Seastar,275,275
2481,Snacks & Branded Foods,Snacks & Namkeen,Saffola,85,85
2482,"Kitchen, Garden & Pets",Crockery & Cutlery,Yera,139,170
2483,Gourmet & World Food,"Sauces, Spreads & Dips",Bhuira,269.1,299
2484,Beauty & Hygiene,Hair Care,Streax,149,149
2485,Beverages,Tea,Emperia,159,159
2486,Beverages,Fruit Juices & Drinks,Smoodies,68,80
2487,"Kitchen, Garden & Pets",Storage & Accessories,DP,349,629
2488,Cleaning & Household,Detergents & Dishwash,Henko,730,730
2489,"Foodgrains, Oil & Masala",Organic Staples,BB Royal Organic,448,700
2490,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,346,500
2491,Beauty & Hygiene,Health & Medicine,Desi Utthana,640,640
2492,"Foodgrains, Oil & Masala",Dry Fruits,Himalayan Natives,148,185
2493,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,536,670
2494,Snacks & Branded Foods,Breakfast Cereals,Fit  ,80,80
2495,Beauty & Hygiene,Bath & Hand Wash,Dettol,150,200
2496,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,65,65
2497,Beauty & Hygiene,Skin Care,Meghdoot,65,65
2498,Cleaning & Household,Detergents & Dishwash,BB Home,40,50
2499,Beauty & Hygiene,Fragrances & Deos,Police,399,399
2500,Beauty & Hygiene,Skin Care,Greenberry Organics,415.1,593
2501,Snacks & Branded Foods,Biscuits & Cookies,Bliss Tree,40,40
2502,"Kitchen, Garden & Pets",Storage & Accessories,Tedemei,409,425
2503,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,97.8,130
2504,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,369,432
2505,"Kitchen, Garden & Pets",Storage & Accessories,Cello,509,659
2506,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Makino,29.75,35
2507,Cleaning & Household,Bins & Bathroom Ware,JOYO,139,227
2508,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,1239,1375
2509,"Kitchen, Garden & Pets",Pet Food & Accessories,Petcrux,550,550
2510,Snacks & Branded Foods,Frozen Veggies & Snacks,Yummiez,175,175
2511,"Kitchen, Garden & Pets",Kitchen Accessories,FITDI,119,119
2512,Gourmet & World Food,Drinks & Beverages,Chai Point,249,249
2513,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,319,392
2514,Beauty & Hygiene,Skin Care,Natures Essence,1800,1800
2515,Cleaning & Household,Fresheners & Repellents,Krazy Lines,60,60
2516,Beauty & Hygiene,Skin Care,BodyHerbals,399,399
2517,Gourmet & World Food,Cereals & Breakfast,LiL'Goodness,176,220
2518,Gourmet & World Food,Cooking & Baking Needs,Vico,162,180
2519,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Bambino,50,50
2520,Gourmet & World Food,"Sauces, Spreads & Dips",Blue Dragon,195,195
2521,Cleaning & Household,All Purpose Cleaners,Harpic,360,385
2522,Baby Care,Baby Food & Formula,Nestle ,229,229
2523,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,75,95
2524,Gourmet & World Food,Cooking & Baking Needs,Kara,130,130
2525,"Foodgrains, Oil & Masala",Masalas & Spices,Valley Spice,65,65
2526,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,79,79
2527,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tex Mex Salsalito,30,30
2528,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,255,300
2529,Beauty & Hygiene,Oral Care,Colgate,214.91,375
2530,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,112.5,125
2531,"Bakery, Cakes & Dairy",Non Dairy,So Good,108,120
2532,Beauty & Hygiene,Men's Grooming,Nivea Men,191.04,199
2533,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,109,149
2534,"Kitchen, Garden & Pets",Storage & Accessories,Asian,249,424
2535,Baby Care,Baby Bath & Hygiene,The Moms Co,599,599
2536,Beauty & Hygiene,Hair Care,Basicare,200,200
2537,"Foodgrains, Oil & Masala",Edible Oils & Ghee,18 Herbs,470,470
2538,Gourmet & World Food,Chocolates & Biscuits,Schar,385,385
2539,Beauty & Hygiene,Skin Care,Nivea,249.6,260
2540,"Kitchen, Garden & Pets",Storage & Accessories,Yellow Spark,229,260
2541,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,135,135
2542,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,27,33.75
